Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","23670.01","Sugar confectionery","2021","2021","1000 US$","5034","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","01445","Sunflower seed","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","21631.01","Sunflower-seed oil, crude","2021","2021","1000 US$","1403","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","21319.01","Sweet corn, frozen","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","21399.03","Sweet corn, prepared or preserved","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","01530","Sweet potatoes","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","02140","Swine / pigs","2021","2021","1000 US$","135","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","01620","Tea leaves","2021","2021","1000 US$","104170","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","01234","Tomatoes","2021","2021","1000 US$","22","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","21399.02","Tomatoes, peeled (o/t vinegar)","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","23710","Uncooked pasta, not stuffed or otherwise prepared","2021","2021","1000 US$","9150","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","2413","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","2021","2021","1000 US$","3671","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","01658","Vanilla, raw","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","39120.91","Vegetable products for feed n.e.c.","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","F0473","Vegetables frozen","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","F0475","Vegetables preserved (frozen)","2021","2021","1000 US$","6","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","F0472","Vegetables preserved nes (o/t vinegar)","2021","2021","1000 US$","214","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","21393.90","Vegetables, dehydrated","2021","2021","1000 US$","9178","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2021","2021","1000 US$","24","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","01221","Watermelons","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","23110","Wheat and meslin flour","2021","2021","1000 US$","39165","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","22130.02","Whey, dry","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","22211","Whole milk powder","2021","2021","1000 US$","2075","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","22222.01","Whole milk, condensed","2021","2021","1000 US$","413","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","24212.02","Wine","2021","2021","1000 US$","879","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","F0994","Wool grease and lanolin","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5922","Export Value","22230.02","Yoghurt, with additives","2021","2021","1000 US$","0","A","Official figure"
